ICD-10-WHO_Code,Description,Last_Updated
Q649,"Congenital malformation of urinary system, unspecified",2020-10-13
Q65,,2020-10-13
Q650,"Congenital dislocation of hip, unilateral",2020-10-13
Q651,"Congenital dislocation of hip, bilateral",2020-10-13
Q652,"Congenital dislocation of hip, unspecified",2020-10-13
Q653,"Congenital subluxation of hip, unilateral",2020-10-13
Q654,"Congenital subluxation of hip, bilateral",2020-10-13
Q655,"Congenital subluxation of hip, unspecified",2020-10-13
Q656,Unstable hip,2020-10-13
Q658,Other congenital deformities of hip,2020-10-13
Q659,"Congenital deformity of hip, unspecified",2020-10-13
Q66,,2020-10-13
Q660,Talipes equinovarus,2020-10-13
Q661,Talipes calcaneovarus,2020-10-13
Q662,Metatarsus varus,2020-10-13
Q663,Other congenital varus deformities of feet,2020-10-13
Q664,Talipes calcaneovalgus,2020-10-13
Q665,Congenital pes planus,2020-10-13
Q666,Other congenital valgus deformities of feet,2020-10-13
Q667,Pes cavus,2020-10-13
Q668,Other congenital deformities of feet,2020-10-13
Q669,"Congenital deformity of feet, unspecified",2020-10-13
Q67,,2020-10-13
Q670,Facial asymmetry,2020-10-13
Q671,Compression facies,2020-10-13
Q672,Dolichocephaly,2020-10-13
Q673,Plagiocephaly,2020-10-13
Q674,"Other congenital deformities of skull, face and jaw",2020-10-13
Q675,Congenital deformity of spine,2020-10-13
Q676,Pectus excavatum,2020-10-13
Q677,Pectus carinatum,2020-10-13
Q678,Other congenital deformities of chest,2020-10-13
Q68,,2020-10-13
Q680,Congenital deformity of sternocleidomastoid muscle,2020-10-13
Q681,Congenital deformity of hand,2020-10-13
Q682,Congenital deformity of knee,2020-10-13
Q683,Congenital bowing of femur,2020-10-13
Q684,Congenital bowing of tibia and fibula,2020-10-13
Q685,"Congenital bowing of long bones of leg, unspecified",2020-10-13
Q688,Other specified congenital musculoskeletal deformities,2020-10-13
Q69,,2020-10-13
Q690,Accessory finger(s),2020-10-13
Q691,Accessory thumb(s),2020-10-13
Q692,Accessory toe(s),2020-10-13
Q699,"Polydactyly, unspecified",2020-10-13
Q70,,2020-10-13
Q700,Fused fingers,2020-10-13
Q701,Webbed fingers,2020-10-13
Q702,Fused toes,2020-10-13
Q703,Webbed toes,2020-10-13
Q704,Polysyndactyly,2020-10-13
Q709,"Syndactyly, unspecified",2020-10-13
Q71,,2020-10-13
Q710,Congenital complete absence of upper limb(s),2020-10-13
Q711,Congenital absence of upper arm and forearm with hand present,2020-10-13
Q712,Congenital absence of both forearm and hand,2020-10-13
Q713,Congenital absence of hand and finger(s),2020-10-13
Q714,Longitudinal reduction defect of radius,2020-10-13
Q715,Longitudinal reduction defect of ulna,2020-10-13
Q716,Lobster-claw hand,2020-10-13
Q718,Other reduction defects of upper limb(s),2020-10-13
Q719,"Reduction defect of upper limb, unspecified",2020-10-13
Q72,,2020-10-13
Q720,Congenital complete absence of lower limb(s),2020-10-13
Q721,Congenital absence of thigh and lower leg with foot present,2020-10-13
Q722,Congenital absence of both lower leg and foot,2020-10-13
Q723,Congenital absence of foot and toe(s),2020-10-13
Q724,Longitudinal reduction defect of femur,2020-10-13
Q725,Longitudinal reduction defect of tibia,2020-10-13
Q726,Longitudinal reduction defect of fibula,2020-10-13
Q727,Split foot,2020-10-13
Q728,Other reduction defects of lower limb(s),2020-10-13
Q729,"Reduction defect of lower limb, unspecified",2020-10-13
Q73,,2020-10-13
Q730,Congenital absence of unspecified limb(s),2020-10-13
Q731,"Phocomelia, unspecified limb(s)",2020-10-13
Q738,Other reduction defects of unspecified limb(s),2020-10-13
Q74,,2020-10-13
Q740,"Other congenital malformations of upper limb(s), including shoulder girdle",2020-10-13
Q741,Congenital malformation of knee,2020-10-13
Q742,"Other congenital malformations of lower limb(s), including pelvic girdle",2020-10-13
Q743,Arthrogryposis multiplex congenita,2020-10-13
Q748,Other specified congenital malformations of limb(s),2020-10-13
Q749,Unspecified congenital malformation of limb(s),2020-10-13
Q75,,2020-10-13
Q750,Craniosynostosis,2020-10-13
Q751,Craniofacial dysostosis,2020-10-13
Q752,Hypertelorism,2020-10-13
Q753,Macrocephaly,2020-10-13
Q754,Mandibulofacial dysostosis,2020-10-13
Q755,Oculomandibular dysostosis,2020-10-13
Q758,Other specified congenital malformations of skull and face bones,2020-10-13
Q759,"Congenital malformation of skull and face bones, unspecified",2020-10-13
Q76,,2020-10-13
Q760,Spina bifida occulta,2020-10-13
Q761,Klippel-Feil syndrome,2020-10-13
Q762,Congenital spondylolisthesis,2020-10-13
Q763,Congenital scoliosis due to congenital bony malformation,2020-10-13
Q764,"Other congenital malformations of spine, not associated with scoliosis",2020-10-13
Q765,Cervical rib,2020-10-13
Q766,Other congenital malformations of ribs,2020-10-13
Q767,Congenital malformation of sternum,2020-10-13
Q768,Other congenital malformations of bony thorax,2020-10-13
Q769,"Congenital malformation of bony thorax, unspecified",2020-10-13
Q77,,2020-10-13
Q770,Achondrogenesis,2020-10-13
Q771,Thanatophoric short stature,2020-10-13
Q772,Short rib syndrome,2020-10-13
Q773,Chondrodysplasia punctata,2020-10-13
Q774,Achondroplasia,2020-10-13
Q775,Dystrophic dysplasia,2020-10-13
Q776,Chondroectodermal dysplasia,2020-10-13
Q777,Spondyloepiphyseal dysplasia,2020-10-13
Q778,Other osteochondrodysplasia with defects of growth of tubular bones and spine,2020-10-13
Q779,"Osteochondrodysplasia with defects of growth of tubular bones and spine, unspecified",2020-10-13
Q78,,2020-10-13
Q780,Osteogenesis imperfecta,2020-10-13
Q781,Polyostotic fibrous dysplasia,2020-10-13
Q782,Osteopetrosis,2020-10-13
Q783,Progressive diaphyseal dysplasia,2020-10-13
Q784,Enchondromatosis,2020-10-13
Q785,Metaphyseal dysplasia,2020-10-13
Q786,Multiple congenital exostoses,2020-10-13
Q788,Other specified osteochondrodysplasias,2020-10-13
Q789,"Osteochondrodysplasia, unspecified",2020-10-13
Q79,,2020-10-13
Q790,Congenital diaphragmatic hernia,2020-10-13
Q791,Other congenital malformations of diaphragm,2020-10-13
Q792,Exomphalos,2020-10-13
Q793,Gastroschisis,2020-10-13
Q794,Prune belly syndrome,2020-10-13
Q795,Other congenital malformations of abdominal wall,2020-10-13
Q796,Ehlers-Danlos syndrome,2020-10-13
Q798,Other congenital malformations of musculoskeletal system,2020-10-13
Q799,"Congenital malformation of musculoskeletal system, unspecified",2020-10-13
Q80,,2020-10-13
Q800,Ichthyosis vulgaris,2020-10-13
Q801,X-linked ichthyosis,2020-10-13
Q802,Lamellar ichthyosis,2020-10-13
Q803,Congenital bullous ichthyosiform erythroderma,2020-10-13
Q804,Harlequin fetus,2020-10-13
Q808,Other congenital ichthyosis,2020-10-13
Q809,"Congenital ichthyosis, unspecified",2020-10-13
Q81,,2020-10-13
Q810,Epidermolysis bullosa simplex,2020-10-13
Q811,Epidermolysis bullosa letalis,2020-10-13
Q812,Epidermolysis bullosa dystrophica,2020-10-13
Q818,Other epidermolysis bullosa,2020-10-13
Q819,"Epidermolysis bullosa, unspecified",2020-10-13
Q82,,2020-10-13
Q820,Hereditary lymphoedema,2020-10-13
Q821,Xeroderma pigmentosum,2020-10-13
Q822,Mastocytosis,2020-10-13
Q823,Incontinentia pigmenti,2020-10-13
Q824,Ectodermal dysplasia (anhidrotic),2020-10-13
Q825,Congenital non-neoplastic naevus,2020-10-13
Q828,Other specified congenital malformations of skin,2020-10-13
Q829,"Congenital malformation of skin, unspecified",2020-10-13
Q83,,2020-10-13
Q830,Congenital absence of breast with absent nipple,2020-10-13
Q831,Accessory breast,2020-10-13
Q832,Absent nipple,2020-10-13
Q833,Accessory nipple,2020-10-13
Q838,Other congenital malformations of breast,2020-10-13
Q839,"Congenital malformation of breast, unspecified",2020-10-13
Q84,,2020-10-13
Q840,Congenital alopecia,2020-10-13
Q841,"Congenital morphological disturbances of hair, not elsewhere classified",2020-10-13
Q842,Other congenital malformations of hair,2020-10-13
Q843,Anonychia,2020-10-13
Q844,Congenital leukonychia,2020-10-13
Q845,Enlarged and hypertrophic nails,2020-10-13
Q846,Other congenital malformations of nails,2020-10-13
Q848,Other specified congenital malformations of integument,2020-10-13
Q849,"Congenital malformation of integument, unspecified",2020-10-13
Q85,,2020-10-13
Q850,Neurofibromatosis (nonmalignant),2020-10-13
Q851,Tuberous sclerosis,2020-10-13
Q858,"Other phakomatoses, not elsewhere classified",2020-10-13
Q859,"Phakomatosis, unspecified",2020-10-13
Q86,,2020-10-13
Q860,Fetal alcohol syndrome (dysmorphic),2020-10-13
Q861,Fetal hydantoin syndrome,2020-10-13
Q862,Dysmorphism due to warfarin,2020-10-13
Q868,Other congenital malformation syndromes due to known exogenous causes,2020-10-13
Q87,,2020-10-13
Q870,Congenital malformation syndromes predominantly affecting facial appearance,2020-10-13
Q871,Congenital malformation syndromes predominantly associated with short stature,2020-10-13
Q872,Congenital malformation syndromes predominantly involving limbs,2020-10-13
Q873,Congenital malformation syndromes involving early overgrowth,2020-10-13
Q874,Marfan syndrome,2020-10-13
Q875,Other congenital malformation syndromes with other skeletal changes,2020-10-13
Q878,"Other specified congenital malformation syndromes, not elsewhere classified",2020-10-13
Q89,,2020-10-13
Q890,Congenital malformations of spleen,2020-10-13
Q891,Congenital malformations of adrenal gland,2020-10-13
Q892,Congenital malformations of other endocrine glands,2020-10-13
Q893,Situs inversus,2020-10-13
Q894,Conjoined twins,2020-10-13
Q897,"Multiple congenital malformations, not elsewhere classified",2020-10-13
Q898,Other specified congenital malformations,2020-10-13
Q899,"Congenital malformation, unspecified",2020-10-13
Q90,,2020-10-13
Q900,"Trisomy 21, meiotic nondisjunction",2020-10-13
Q901,"Trisomy 21, mosaicism (mitotic nondisjunction)",2020-10-13
Q902,"Trisomy 21, translocation",2020-10-13
Q909,"Down syndrome, unspecified",2020-10-13
Q91,,2020-10-13
Q910,"Trisomy 18, meiotic nondisjunction",2020-10-13
Q911,"Trisomy 18, mosaicism (mitotic nondisjunction)",2020-10-13
Q912,"Trisomy 18, translocation",2020-10-13
Q913,"Edwards syndrome, unspecified",2020-10-13
Q914,"Trisomy 13, meiotic nondisjunction",2020-10-13
Q915,"Trisomy 13, mosaicism (mitotic nondisjunction)",2020-10-13
Q916,"Trisomy 13, translocation",2020-10-13
Q917,"Patau syndrome, unspecified",2020-10-13
Q92,,2020-10-13
Q920,"Whole chromosome trisomy, meiotic nondisjunction",2020-10-13
Q921,"Whole chromosome trisomy, mosaicism (mitotic nondisjunction)",2020-10-13
Q922,Major partial trisomy,2020-10-13
Q923,Minor partial trisomy,2020-10-13
Q924,Duplications seen only at prometaphase,2020-10-13
Q925,Duplications with other complex rearrangements,2020-10-13
Q926,Extra marker chromosomes,2020-10-13
Q927,Triploidy and polyploidy,2020-10-13
Q928,Other specified trisomies and partial trisomies of autosomes,2020-10-13
Q929,"Trisomy and partial trisomy of autosomes, unspecified",2020-10-13
Q93,,2020-10-13
Q930,"Whole chromosome monosomy, meiotic nondisjunction",2020-10-13
Q931,"Whole chromosome monosomy, mosaicism (mitotic nondisjunction)",2020-10-13
Q932,Chromosome replaced with ring or dicentric,2020-10-13
Q933,Deletion of short arm of chromosome 4,2020-10-13
Q934,Deletion of short arm of chromosome 5,2020-10-13
Q935,Other deletions of part of a chromosome,2020-10-13
Q936,Deletions seen only at prometaphase,2020-10-13
Q937,Deletions with other complex rearrangements,2020-10-13
Q938,Other deletions from the autosomes,2020-10-13
Q939,"Deletion from autosomes, unspecified",2020-10-13
Q95,,2020-10-13
Q950,Balanced translocation and insertion in normal individual,2020-10-13
Q951,Chromosome inversion in normal individual,2020-10-13
Q952,Balanced autosomal rearrangement in abnormal individual,2020-10-13
Q953,Balanced sex/autosomal rearrangement in abnormal individual,2020-10-13
Q954,Individuals with marker heterochromatin,2020-10-13
Q955,Individuals with autosomal fragile site,2020-10-13
Q958,Other balanced rearrangements and structural markers,2020-10-13
Q959,"Balanced rearrangement and structural marker, unspecified",2020-10-13
Q96,,2020-10-13
Q960,"Karyotype 45,X",2020-10-13
Q961,"Karyotype 46,X iso (Xq)",2020-10-13
Q962,"Karyotype 46,X with abnormal sex chromosome, except iso (Xq)",2020-10-13
Q963,"Mosaicism, 45,X/46,XX or XY",2020-10-13
Q964,"Mosaicism, 45,X/other cell line(s) with abnormal sex chromosome",2020-10-13
Q968,Other variants of Turner syndrome,2020-10-13
Q969,"Turner syndrome, unspecified",2020-10-13
Q97,,2020-10-13
Q970,"Karyotype 47,XXX",2020-10-13
Q971,Female with more than three X chromosomes,2020-10-13
Q972,"Mosaicism, lines with various numbers of X chromosomes",2020-10-13
Q973,"Female with 46,XY karyotype",2020-10-13
Q978,"Other specified sex chromosome abnormalities, female phenotype",2020-10-13
Q979,"Sex chromosome abnormality, female phenotype, unspecified",2020-10-13
Q98,,2020-10-13
Q980,"Klinefelter syndrome karyotype 47,XXY",2020-10-13
Q981,"Klinefelter syndrome, male with more than two X chromosomes",2020-10-13
Q982,"Klinefelter syndrome, male with 46,XX karyotype",2020-10-13
Q983,"Other male with 46,XX karyotype",2020-10-13
Q984,"Klinefelter syndrome, unspecified",2020-10-13
Q985,"Karyotype 47,XYY",2020-10-13
Q986,Male with structurally abnormal sex chromosome,2020-10-13
Q987,Male with sex chromosome mosaicism,2020-10-13
Q988,"Other specified sex chromosome abnormalities, male phenotype",2020-10-13
Q989,"Sex chromosome abnormality, male phenotype, unspecified",2020-10-13
Q99,,2020-10-13
Q990,"Chimera 46,XX/46,XY",2020-10-13
Q991,"46,XX true hermaphrodite",2020-10-13
Q992,Fragile X chromosome,2020-10-13
Q998,Other specified chromosome abnormalities,2020-10-13
Q999,"Chromosomal abnormality, unspecified",2020-10-13
R00,,2020-10-13
R000,"Tachycardia, unspecified",2020-10-13
R001,"Bradycardia, unspecified",2020-10-13
R002,Palpitations,2020-10-13
R003,"Pulseless electrical activity, not elsewhere classified",2020-10-13
R008,Other and unspecified abnormalities of heart beat,2020-10-13
R01,,2020-10-13
R010,Benign and innocent cardiac murmurs,2020-10-13
R011,"Cardiac murmur, unspecified",2020-10-13
R012,Other cardiac sounds,2020-10-13
R02,,2020-10-13
R03,,2020-10-13
R030,"Elevated blood-pressure reading, without diagnosis of hypertension",2020-10-13
R031,Nonspecific low blood-pressure reading,2020-10-13
R04,,2020-10-13
R040,Epistaxis,2020-10-13
R041,Haemorrhage from throat,2020-10-13
R042,Haemoptysis,2020-10-13
R048,Haemorrhage from other sites in respiratory passages,2020-10-13
R049,"Haemorrhage from respiratory passages, unspecified",2020-10-13
R05,,2020-10-13
R06,,2020-10-13
R060,Dyspnoea,2020-10-13
R061,Stridor,2020-10-13
R062,Wheezing,2020-10-13
R063,Periodic breathing,2020-10-13
R064,Hyperventilation,2020-10-13
R065,Mouth breathing,2020-10-13
R066,Hiccough,2020-10-13
R067,Sneezing,2020-10-13
R068,Other and unspecified abnormalities of breathing,2020-10-13
R07,,2020-10-13
R070,Pain in throat,2020-10-13
R071,Chest pain on breathing,2020-10-13
R072,Precordial pain,2020-10-13
R073,Other chest pain,2020-10-13
R074,"Chest pain, unspecified",2020-10-13
R09,,2020-10-13
R090,Asphyxia,2020-10-13
R091,Pleurisy,2020-10-13
R092,Respiratory arrest,2020-10-13
R093,Abnormal sputum,2020-10-13
R098,Other specified symptoms and signs involving the circulatory and respiratory systems,2020-10-13
R10,,2020-10-13
R100,Acute abdomen,2020-10-13
R101,Pain localized to upper abdomen,2020-10-13
R102,Pelvic and perineal pain,2020-10-13
R103,Pain localized to other parts of lower abdomen,2020-10-13
R104,Other and unspecified abdominal pain,2020-10-13
R11,,2020-10-13
R12,,2020-10-13
R13,,2020-10-13
R14,,2020-10-13
R15,,2020-10-13
R16,,2020-10-13
R160,"Hepatomegaly, not elsewhere classified",2020-10-13
R161,"Splenomegaly, not elsewhere classified",2020-10-13
R162,"Hepatomegaly with splenomegaly, not elsewhere classified",2020-10-13
R17,,2020-10-13
R170,"Hyperbilirubinaemia with mention of jaundice, not elsewhere classified",2020-10-13
R179,"Hyperbilirubinaemia without mention of jaundice, not elsewhere classified",2020-10-13
R18,,2020-10-13
R19,,2020-10-13
R190,"Intra-abdominal and pelvic swelling, mass and lump",2020-10-13
R191,Abnormal bowel sounds,2020-10-13
R192,Visible peristalsis,2020-10-13
R193,Abdominal rigidity,2020-10-13
R194,Change in bowel habit,2020-10-13
R195,Other faecal abnormalities,2020-10-13
R196,Halitosis,2020-10-13
R198,Other specified symptoms and signs involving the digestive system and abdomen,2020-10-13
R20,,2020-10-13
R200,Anaesthesia of skin,2020-10-13
R201,Hypoaesthesia of skin,2020-10-13
R202,Paraesthesia of skin,2020-10-13
R203,Hyperaesthesia,2020-10-13
R208,Other and unspecified disturbances of skin sensation,2020-10-13
